drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
S1085,BRD-K17743125,A549,10.0,24.0,0.0241,278,6918638,,"ALDH3A1,FXYD2,GPX1,GTSE1,IGFBP2,MLPH,PON2,TGM2","NFATC3,SLC6A8"
-666,BRD-A80502530,MCF7,10.0,24.0,0.0241,418,23947601,,"ALDH3A1,FXYD2,GALNT7,LGALS3,MLPH,MOCS2,NRCAM,RAB31","FBXO11,PAFAH1B1,RNF11,ZMYM2"
pelitinib,BRD-K08799216,SKBR3,10,24,0.0241,249,6445562,,"AKT1,MLPH,PEG10,PEG3,PON2,RAB31,TGM2,TP63","BHLHE40,RHOBTB3"
QL-X-138,BRD-K72636697,BT20,10,24,0.0241,334,73707530,,"KRT18,LRP8,NXN,TUBB6","BHLHE40,GOLGA7,KLF11,NAMPT,NCK1,SATB1,ZMYM2"
palbociclib,BRD-K51313569,BT20,0.37,24,0.0241,283,5330286,,"CDT1,CYP1B1,E2F8,ENO2,GTSE1,NEIL3,PEG10,PSRC1,RAI14,SLC43A3,TUBB6,TYRP1",
CHIR-99021,BRD-K16189898,HME1,10,24,0.0241,229,9956119,,"IGF2BP2,LTBP2,MLPH,RAI14","BHLHE40,CRY1,FBXW7,FZD7,KIF1B"
selumetinib,BRD-K57080016,HT29,10,24,0.0241,335,10127622,,"GTSE1,LRP8,ODC1,PEG10,POLD2,SLC43A3,TMEM158,TSPAN5","DECR1,PINK1"
belinostat,BRD-K17743125,A549,10,24,0.0241,392,6918638,,"ALDH3A1,CD44,EDN1,GALNT7,MLPH,PON2,RAI14,TNS3,TUBB6",KIF1B
Strophanthidin,BRD-K84595254,PC3,10.0,24.0,0.0214,184,6185,,"ALDH3A1,GALNT7,MLPH,NPY","AKAP12,HNRNPD,OXSR1,PAFAH1B1,PFKFB3"
Tyrphostin AG 1478,BRD-K68336408,A375,56.78,24.0,0.0214,524,2051,,"CD44,CDT1,CYP1B1,E2F8,GPX1,GTSE1,HEY1,KRT18,LRP8,NEIL3,NPY,PSRC1,SRC,TGFB1,TGM2",
-666,BRD-K09635314,COV644,80.0,6.0,0.0214,208,761523,,"CD44,CRABP2,GPX1,KRT18,NXN,PEG10,PON2,RAI14,TGM2,TUBB6",SATB1
-666,BRD-K94325918,EFO27,10.0,6.0,0.0214,144,20345,,"CRABP2,CXCL10,TMEM158,TYRP1","BHLHE40,NAMPT,OXSR1,PFKFB3"
TG101348,BRD-K12502280,HCC515,11.1,24.0,0.0214,333,16722836,,"CD44,CDT1,CXCL10,E2F8,GTSE1,KRT18,SLC43A3,TGM2,TMEM158",SATB1
Chemistry 2804,BRD-K74402642,HCC515,10.0,6.0,0.0214,240,6477762,,"GPX1,NPTX1,PEG10,PEG3,TGM2,TIMP1,TNS3","NAMPT,STIP1"
-666,BRD-K94325918,PC3,10.0,24.0,0.0214,424,20345,,"ENO2,GALNT7,GTSE1,LTBP2,PEG10,PSRC1,RAB31,TGM2,TMEM158,TNS3","NAMPT,OXSR1,PAFAH1B1"
"NF-kB Activation Inhibitor II, JSH-23",BRD-K83354763,RMGI,6.0,6.0,0.0214,152,16760588,,"CRABP2,EDN1,LY6H,NCAM1,PEG10,SOX11,TMEM158","COCH,PTER"
HDAC6 inhibitor ISOX,BRD-K69840642,SKM1,10.0,6.0,0.0214,262,24951314,,"ALDH3A1,GPX1,IGFBP2,PARVB,PON2,SLC43A3,TNS3,ZFP36L2","PFKFB3,SLC6A8"
-666,BRD-K92317137,SKMEL1,10.0,6.0,0.0214,211,659101,,"NPTX1,PEG10,TNS3,TYRP1","AKAP12,BHLHE40,NAMPT,RHOBTB3,ZMYM2"
vorinostat,BRD-K81418486,SKMEL28,11.1,6.0,0.0214,204,5311,DB02546,"CD44,CRABP2,SPRR1A,TNS3,TRAF3IP2,TUBB6,TYRP1","GOLGA7,NAMPT"
-666,BRD-K09635314,T3M10,80.0,6.0,0.0214,167,761523,,"CD44,CRABP2,HEY1,IGFBP2,KRT18,MLPH,PON2,TUBB6",FBXO11
Bay 11-7821,BRD-K15025317,VCAP,10.0,6.0,0.0214,252,5353431,,"CILP,GPX1,KRT18,MLPH,NPY,PEG10,PKIG,TNS3","NAMPT,NQO1"
vorinostat,BRD-K81418486,A375,10.0,24.0,0.0214,331,5311,DB02546,"AKT1,CD44,GPX1,GTSE1,IGF2BP2,IGFBP2,KRT18,PARVB,SLC43A3,TGM2",
"""""""2-[(chloroacetyl)(3,4-dimethylphenyl)amino]-N-cyclohexyl-2-pyridin-3-ylacetamide""""""",BRD-A76490030,VCAP,10.0,24.0,0.0214,187,4381125,,"ACACA,AKT1,GALNT7,IGFBP2,KRT18,ODC1,POLD2,TGM2","FBXO11,GPRASP1,NAMPT,NQO1,RHOBTB3"
VU0418934-2,BRD-K89093471,HCC515,10.0,6.0,0.0214,182,46742340,,"CXCL10,GALNT7,PEG10,PEG3,SPRR1A","ANGPTL4,BHLHE40,OXSR1,PEX11A,PFKFB3,SLC6A8"
-666,BRD-K82732294,HCC515,10.0,6.0,0.0214,141,44142138,,"KRT18,PEG10,SOX11,TGM2,TNS3,TYRP1","NAMPT,NQO1"
vorinostat,BRD-K81418486,A549,10.0,6.0,0.0214,286,5311,DB02546,"ALDH3A1,EDN1,GALNT7,GRIA2,MLPH,PARVB,PON2,TGM2,TNS3",MOSPD1
V4877,BRD-A26002865,A549,10.0,24.0,0.0214,282,104830,,"ALDH3A1,BID,CST3,FXYD2,MLPH,NRCAM,SRC,TGM2,TNS3,TUBB6",
H7270,BRD-A39646320,A549,10.0,24.0,0.0214,238,3571,,"ALDH3A1,BID,CXCL10,MLPH,TNS3","AKAP12,FGFR4,KIF1B"
S1053,BRD-K77908580,A549,10.0,24.0,0.0214,186,4261,,"ALDH3A1,FXYD2,GRIA2,SPRR1A,SRC,TGM2","AKAP12,MOSPD1"
598226,BRD-A20697603,SKB,10.0,24.0,0.0214,323,16129995,,"AKT1,GALNT7,GPX1,GRIA2,IGFBP2,LTBP2,PON2,RAB31,TGM2,TNS3","KDM2A,STIP1"
BL-081,BRD-U66370498,VCAP,10.0,24.0,0.0214,283,,,"ACACA,ARFIP2,GALNT7,LRBA,MLPH,ODC1,TGM2","RCBTB2,RHOBTB3"
-666,BRD-A17065207,A549,10.0,24.0,0.0214,367,5362868,,"ALDH3A1,CYP1B1,EDN1,FXYD2,GTSE1,NEIL3,NRCAM,PEG10,PON2,SPRR1A","OXCT1,RNF11"
-666,BRD-K96402602,A549,10.0,6.0,0.0214,183,5353633,,"ALDH3A1,CST3,CYP1B1,FOXC1,NPY,SPRR1A,TGM2","CRKL,PEX11A"
PD-184352,BRD-K05104363,A375,3.33,24,0.0214,350,6918454,,"GTSE1,KRT18,NEIL3,ODC1,SLC43A3,TGM2,TMEM158,TSPAN5","DECR1,SLC6A8"
LDN-193189,BRD-K04853698,A549,10,24,0.0214,292,25195294,,"ALDH3A1,FXYD2,GTSE1,KRT18,MOCS2,PEG10,PON2,TGM2","DUSP8,FMOD,GPRASP1,KDM2A"
PFI-1,BRD-K13094524,HEPG2,10,24,0.0214,219,,,"ALDH3A1,IGFBP2,PON2,SAP30,SLC43A3,SPRR1A","AKAP12,NQO1,PHTF2"
PD-0325901,BRD-K49865102,A375,0.37,24,0.0214,349,9826528,,"GTSE1,KRT18,NEIL3,ODC1,SLC43A3,TMEM158,TSPAN5","DECR1,SLC6A8,TMEM135"
