drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
-666,BRD-K04853698,HCC515,10.0,24.0,0.0654,427,25195294,,"ADI1,C5ORF13,CASP6,CCNB1,CCNF,GZMA,KPNA2,LAPTM4B,MCM10,MGST2,MLF1IP,OIP5,SLC27A2,TGFBR2,TMEM2","DNAJB9,DUSP5,SAT1,SQSTM1,SWAP70,TICAM1,ZC3H12A"
Akt inhibitor IV,BRD-K28296557,HT29,10.0,24.0,0.0654,429,5719375,,"BZW2,CASP6,CCNF,IFRD2,LSM6,MARCKSL1,MCM10,MGST2,NME4,OIP5,PDGFD","AIM2,CTH,DNAJB9,DUSP5,KYNU,MKNK2,P2RX4,SERTAD2,SLC2A3,SQSTM1,WBP2"
CHR 2797,BRD-K92241597,HT29,80.0,24.0,0.0654,473,15547703,,"C5ORF13,CDH2,CDKN2A,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,OIP5,POLA2","CTH,DNAJB9,DUSP5,HLA-A,HLA-B,HLA-E,HLA-F,IFIH1,INHBE,KYNU,OAS3,SAT1,SQSTM1,TAP1,ZC3H12A"
vorinostat,BRD-K81418486,NPC,10.0,24.0,0.0654,342,5311,DB02546,"BEX1,C20ORF103,C5ORF13,CADM1,CDH2,CDK4,FBN2,HMGB3,LEF1,LRIG1,MAP4K4,NME4,PTMA,SLC27A2,TMEM2,TP53I3","CAPG,CAV2,JUND,SAT1,SERTAD2,SQSTM1"
NSC 3852,BRD-K13169950,HA1E,10.0,24.0,0.0621,352,19103,,"ACTN1,C5ORF13,CCNF,CDH2,CDKN2A,HMGB3,NME4,PCGF2,PRKCA,QDPR,SERPINB6,TPM2","DNAJB9,KYNU,MNDA,PIR,RYBP,SAT1,SQSTM1"
AMSACRINE,BRD-K98490050,HA1E,10.0,24.0,0.0621,344,3926765,,"ADI1,BZW2,C5ORF13,CCNF,CDH2,KPNA2,LAPTM4B,MARCKSL1,MATN2,NME4,PRKCA,TGFBR2,TPM2","AIM2,DUSP5,IFIH1,OAS3,PLA2G4C,SAT1,SLC20A1,SQSTM1,TAP1"
Ro 28-1675 ?,BRD-K21672174,HT29,160.0,24.0,0.0621,520,9886086,,"CCNB1,CCNF,DTYMK,HMGB3,MARCKSL1,MCM10,MLF1IP,NME4,OIP5","AIM2,CTH,DNAJB9,DUSP5,HLA-B,HLA-E,HLA-F,KYNU,OAS3,SAT1,SLC2A3,SQSTM1,TAP1"
"3,5-dichloro-2-hydroxy-N-(2-methoxy-5-phenylphenyl)benzenesulfonamide",BRD-K43620258,HT29,80.0,24.0,0.0621,458,16747776,,"CCNF,CDH2,CDKN2A,DTYMK,HMGB3,LSM6,MARCKSL1,MCM10,MLF1IP,NGFRAP1,NME4,OIP5,POLA2,SALL2,SLC25A10","CTH,DNAJB9,DUSP5,KYNU,P2RX4,SAT1,SQSTM1"
NICLOSAMIDE,BRD-K35960502,MCF7,10.0,24.0,0.0621,468,4477,DB06803,"ADI1,ATP6V0E2,CCNF,CHEK1,DTYMK,KPNA2,LAPTM4B,LSM4,MCM10,MLF1IP,NME4,OIP5,QDPR","DNAJB9,DUSP5,EMP3,MKNK2,SAT1,SQSTM1,ZC3H12A"
MLN2238,BRD-K78659596,MCF7,10.0,24.0,0.0621,565,25183872,,"C5ORF13,CCNB1,CCNF,CHEK1,DTYMK,KPNA2,LSM4,MCM10,MLF1IP,NME4,OIP5,PCGF2,SALL2","CAV2,DNAJB9,DUSP5,MKNK2,RYBP,SAT1,SQSTM1"
trichostatin A,BRD-A19037878,NPC,10.0,24.0,0.0621,272,6376322,,"BEX1,C20ORF103,C5ORF13,CADM1,CDK4,HMGB3,LEF1,LRIG1,MAP4K4,MARCKSL1,NME4,PTMA,SLC27A2,TMEM2,TP53I3","ACP5,CAPG,CAV2,CIB1,HLA-E"
vorinostat,BRD-K81418486,NPC,10.0,24.0,0.0621,297,5311,DB02546,"ADI1,BEX1,C5ORF13,CADM1,CDH2,CDK4,HMGB3,LEF1,LRIG1,MAP4K4,NME4,PTMA,SLC27A2,TMEM2","CAPG,CAV2,HLA-E,S100A6,SAT1,SQSTM1"
NICLOSAMIDE,BRD-K35960502,HA1E,10.0,24.0,0.0588,405,4477,DB06803,"ATP6V0E2,C20ORF103,C5ORF13,CCNF,CDH2,KPNA2,LAPTM4B,MARCKSL1,MLF1IP,NME4,QDPR,SLC27A2,TMEM2,TP53I3,TPM2","DNAJB9,DUSP5,KYNU,SAT1,SQSTM1"
Importazole,BRD-A02481876,HA1E,60.0,6.0,0.0588,344,2949965,,"BEX1,CASP6,CCNF,CDH2,LPP,NME4,PRKCA,SERPINB6,TGFBR2","AIM2,ALOX5,DNAJB9,DUSP5,HLA-A,HLA-B,KYNU,SAT1,SERTAD2,SQSTM1,TICAM1"
Salermide,BRD-A67788537,HT29,120.0,24.0,0.0588,363,42626405,,"CCNF,CDH2,MARCKSL1,MGST2,NME4,SERPINB6","AIM2,DNAJB9,DUSP5,HLA-A,HLA-B,HLA-E,HLA-F,IFIH1,KYNU,OAS3,RARRES3,SAT1,SLC15A3,SQSTM1,TAP1,WBP2,ZC3H12A"
ARP 101,BRD-K73395020,HT29,10.0,24.0,0.0588,355,11292680,,"ABCB1,CASP6,LSM6,MARCKSL1,MCM10,NME4,PHB,POLA2,PTMA,QDPR,TGFBR2","CTH,DNAJB9,DUSP5,JUND,KYNU,SAT1,SLC2A3,SLC7A7,SQSTM1"
IMD 0354,BRD-K74305673,HT29,10.0,24.0,0.0588,354,5081913,,"CCNF,CDH2,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,OIP5,POLA2","DNAJB9,DUSP3,DUSP5,JUND,KYNU,P2RX4,SAT1,SLC2A3,SQSTM1,WBP2"
-666,BRD-K17140735,MCF7,11.1,24.0,0.0588,487,4259181,,"ADI1,C5ORF13,CCNF,LSM4,MCM10,NME4,OIP5,QDPR","DNAJB9,DUSP5,EMP3,ENO2,HLA-B,HLA-E,JUND,POU2AF1,RYBP,SAT1,SQSTM1,SYNGR3,ZC3H12A"
TW 37,BRD-K28360340,MCF7,10.0,24.0,0.0588,358,11455910,,"CCNB1,CCNF,HMGB3,KPNA2,MCM10,OIP5","CTH,DNAJB9,DUSP5,ENO2,HLA-B,JUND,MKNK2,OLFML2A,RYBP,SAT1,SERTAD2,SLC2A3,SQSTM1,SYNGR3"
ARP 101,BRD-K73395020,MCF7,10.0,24.0,0.0588,538,11292680,,"ATP6V0E2,C5ORF13,CCNF,LAPTM4B,MARCKSL1,MCM10,MLF1IP,NGFRAP1,NME4,NRGN,OIP5,SLC27A3,TST","CTH,DNAJB9,DUSP5,EMP3,JUND,SAT1,SLC2A3,SYNGR3"
COT-10b,BRD-K18190982,PC3,44.4,24.0,0.0588,379,73707373,,"ACTN1,C5ORF13,CCNB1,CCNF,KPNA2,LRIG1,MARCKSL1,MCM10,MLF1IP,PHB,PRKCA,PTMA,RRP15,TGFBR2","CTH,DNAJB9,JUND,SAT1"
trichostatin A,BRD-A19037878,NPC,10.0,24.0,0.0588,323,6376322,,"BEX1,C20ORF103,C5ORF13,CADM1,CDH2,CDK4,FBN2,HMGB3,LRIG1,MAP4K4,MARCKSL1,NME4,SLC27A2,TMEM2,TP53I3","ACP5,CAPG,CAV2,SQSTM1"
-666,BRD-A76528577,NPC,10.0,24.0,0.0588,291,5022426,,"BEX1,C5ORF13,CCNF,FLRT3,LSM4,MARCKSL1,NME4,PTMA,QDPR,SLC27A2,TMEM2","CAV2,DUSP3,KYNU,SAT1,SQSTM1,SWAP70,TAGLN2,WBP2"
LDN-193189,BRD-K04853698,HT29,10,24,0.0588,362,25195294,,"ACTN1,C5ORF13,CASP6,MGST2,NME4,PRKCA,TGFBR2,TST","AIM2,DNAJB9,DUSP5,HLA-A,HLA-B,JUND,KYNU,SAT1,SLC2A3,SQSTM1,SWAP70,ZBTB43,ZC3H12A"
LASALOCID SODIUM,BRD-A72711497,A549,10.0,24.0,0.0556,244,6708465,,"BZW2,C20ORF103,CADM1,CCNF,CDH2,CDKN2A,KPNA2,LEF1,MCM10,MLF1IP,NME4,TGFBR2,TMEM2","DNAJB9,PLA2G4C,POU2AF1,SAT1,SLC7A7"
THAPSIGARGIN,BRD-K69023402,HT29,10.0,24.0,0.0556,361,446378,,"CCNF,LSM6,MARCKSL1,MCM10,MLF1IP,NGFRAP1,NME4,NRGN,OIP5,POLA2","CTH,DNAJB9,DUSP5,KYNU,SAT1,SLC2A3,SLC7A7,SORBS2"
-666,BRD-A62809825,A375,10.0,24.0,0.0556,464,5353993,,"ADI1,C20ORF27,CCNB1,CCNF,DTYMK,KPNA2,LAPTM4B,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,OIP5,QDPR","CTH,DNAJB9,INHBE,MOCOS,SQSTM1"
NICLOSAMIDE,BRD-K35960502,A375,10.0,24.0,0.0556,432,4477,DB06803,"ALDH2,ATP6V0E2,CCNF,CDH2,LAPTM4B,MARCKSL1,MCM10,MLF1IP,NME4,TMEM2","CTH,DNAJB9,HLA-E,JUND,MKNK2,RYBP,SAT1,SERTAD2,SQSTM1"
CHR 2797,BRD-K92241597,A375,80.0,24.0,0.0556,395,15547703,,"ADI1,BAMBI,C5ORF13,CCNF,CDH2,HMGB3,KPNA2,MARCKSL1,MCM10,MLF1IP,OIP5,PTMA,TGFBR2,TMEM2","CTH,DNAJB9,MOCOS,P2RX4,SQSTM1"
Importazole,BRD-A02481876,HA1E,60.0,24.0,0.0556,443,2949965,,"ACTN1,C5ORF13,CASP6,CDH2,LAPTM4B,MATN2,PRKCA","AIM2,ALOX5,CBX7,CD97,DUSP3,DUSP5,HLA-F,IFIH1,KYNU,MKNK2,OAS3,SQSTM1,TAP1"
PERHEXILINE MALEATE,BRD-A19633847,HA1E,10.0,24.0,0.0556,353,5284439,,"ADI1,BEX1,C5ORF13,CDH2,MARCKSL1,MATN2,NME4,TPM2","ALOX5,DUSP5,HLA-DPA1,HLA-E,IFIH1,OAS3,RARRES3,SH2B3,SLC20A1,SQSTM1"
PERHEXILINE MALEATE,BRD-A19633847,HT29,10.0,24.0,0.0556,426,5284439,,"CCNF,DTYMK,GZMK,LSM4,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,OIP5","CTH,DNAJB9,DUSP3,DUSP5,HLA-B,HLA-E,KYNU,SAT1,SQSTM1"
-666,BRD-A62809825,HT29,10.0,24.0,0.0556,512,5353993,,"CASP6,CCNF,CDH2,DTYMK,GZMK,HMGB3,KPNA2,LSM6,MARCKSL1,MCM10,MGST2,MLF1IP,NME4,OIP5,POLA2,SLC25A10","CTH,DNAJB9,DUSP5,KYNU,SAT1,SLC2A3"
GW405833 hydrochloride,BRD-K10705233,HT29,40.0,24.0,0.0556,464,9911463,,"CCNF,CHEK1,KPNA2,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,OIP5,POLA2,SCML1","CTH,DNAJB9,DUSP5,INHBE,P2RX4,PIR,SAT1,SQSTM1"
-666,BRD-K64642496,HT29,40.0,24.0,0.0556,404,10322450,,"CDH2,DTYMK,LSM6,MARCKSL1,MCM10,MLF1IP,OIP5,POLA2,PTMA","CTH,DNAJB9,DUSP5,HLA-B,HLA-E,INHBE,KYNU,OAS3,SAT1,SQSTM1"
-666,BRD-K86574132,HT29,48.0,24.0,0.0556,486,7326481,,"CCNF,CDH2,CDKN2A,LEF1,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,OIP5,POLA2,PTMA,QDPR","CTH,DNAJB9,DUSP5,INHBE,KYNU,SAT1,SQSTM1"
PAC 1,BRD-K92991072,HT29,10.0,24.0,0.0556,306,6851947,,"CASP6,EMG1,HMGB3,LSM6,NGFRAP1","DNAJB9,DUSP5,ENO2,HLA-B,HLA-E,HOXB2,JUND,MKNK2,SAT1,SERTAD2,SLC2A3,SQSTM1,WBP2"
