drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
TG101348,BRD-K12502280,A375,11.1,24.0,0.0521,495,16722836,,"ANP32E,ATAD2,CDT1,FAM111A,FBXO5,POLD1,USP1","CDKN1A,EFNB2,ETS2,MEST,SPRY1,WLS"
GW405833 hydrochloride,BRD-K10705233,HT29,40.0,24.0,0.0521,464,9911463,,"A2M,ATAD2,CDT1,FAM111A,FBXO5,PARP1,POLD1,UNG","CDKN1A,CREB3L2,IRS2,LAMB3"
CAM-9-027-3,BRD-K45399554,HT29,10.0,24.0,0.0521,438,49849912,,"ANP32E,ATAD2,CDT1,PARP1,POLD1,UNG,USP1","CDKN1A,CREB3L2,IRS2,SLC1A4"
Rottlerin,BRD-K03816923,MCF7,9.68,24.0,0.0521,356,5281847,,"ATAD2,BCL2,FAM111A,FBXO5","ANXA3,CDKN1A,CREB3L2,ETS2,GTF2IRD1,KLF6,LAMB3,MAP7"
MST- 312,BRD-K19894101,PC3,11.1,24.0,0.0521,395,10385095,,,"ADAMTS1,ANXA3,AUTS2,CDKN1A,ETS2,IRS2,KLF6,LAMB3,PALLD,PDGFA,SLC1A4,YAP1"
-666,BRD-K56196992,ASC,10.0,24.0,0.0521,188,44507063,,"A2M,ANP32E,VCAM1","ASAP2,CPD,ETS2,IRS2,PALLD,PPP1CB,SCARB2,TSC22D1"
C8273,BRD-K25504083,HT29,10.0,6.0,0.0521,168,44634700,,ITGA4,"ANXA3,CDKN1A,DUSP10,KLF6,LAMB3,MALL,PALLD,PRSS23,SORBS2,TJP2,TSC22D2"
-666,BRD-K74305673,MCF7,10.0,24.0,0.0521,346,5081913,,"ANP32E,ATAD2,UNG","CDKN1A,CREB3L2,ETS2,KLF6,LAMB3,MICAL2,MMP12,SAMD4A,TSC22D1"
-666,BRD-K53308430,PC3,10.0,6.0,0.0521,146,44507247,,VCAM1,"ADAMTS1,CDKN1A,DUSP10,EFNB2,ETS2,LAMB3,MALL,PALLD,PRSS23,TSC22D1,WLS"
NVP-BEZ235,BRD-K12184916,A549,1.11,24,0.0521,327,11977753,,"ANP32E,ATAD2,FAM111A,UNG,USP1","ANXA3,ASAP2,KLF6,LAMB3,MAP7,SAMD4A"
wortmannin,BRD-A75409952,PC3,10.0,24.0,0.0474,340,5691,,"ANP32E,ATAD2,CDT1","CDKN1A,GJA1,IRS2,LAMB3,MAP7,PRSS23,TSC22D1"
PAC 1,BRD-K50841342,PC3,10.0,24.0,0.0474,227,5344054,,,"ADAMTS1,CDKN1A,DUSP10,IRS2,KLF6,LAMB3,NEDD4L,PALLD,PDGFA,SORBS2,TSC22D1"
-666,BRD-A62809825,A375,10.0,24.0,0.0474,464,5353993,,"ANP32E,ATAD2,CDT1,FAM111A,FBXO5,UNG,VCAM1","CDKN1A,CREB3L2,IRS2,MICAL2,PDGFA"
TW 37,BRD-K28360340,A375,10.0,24.0,0.0474,473,11455910,,"ACACB,FAM111A,PARP1,RAD9A,UNG,USP1","ETS2,GJA1,KLF6,MICAL2,MMP12,PDGFA,TSC22D1"
YM-155,BRD-K76703230,A375,0.31,24.0,0.0474,395,10126189,,"ANP32E,RAD9A,USP1","CDKN1A,ETS2,GJA1,KLF6,MICAL2,MMP12,MMP13,PDGFA"
"""""""Ingenol 3, 20-dibenzoate""""""",BRD-A52650764,HCC515,10.0,24.0,0.0474,413,5225086,,"ATAD2,CDT1,FAM111A,FBXO5,POLD1,USP1","CDKN1A,EFNB2,LAMB3,MMP12,TSC22D1"
Narciclasine,BRD-K06792661,HCC515,10.0,6.0,0.0474,325,72376,,"ALDH3A1,DHRS11,UNG","ADAMTS1,CDKN1A,DUSP10,DUSP8,EFNB2,KLF6,TSC22D2,UBAP2"
-666,BRD-A18763547,HT29,10.0,24.0,0.0474,457,2729027,,"ATAD2,FAM111A,PARP1,UNG","CDKN1A,CREB3L2,IRS2,KLF6,LAMB3,NDEL1"
Emetine Dihydrochloride Hydrate (74),BRD-K01976263,HT29,0.63,24.0,0.0474,445,11957493,,"MTMR4,PARP1,UNG,VCAM1","ANXA3,CDKN1A,GJA1,IRS2,ITGA6,KLF6,LAMB3,PDGFA,TSC22D2"
MK-2206,BRD-K68065987,HT29,10.0,24.0,0.0474,393,24964624,,"ANP32E,ATAD2,CDT1,FBXO5,PARP1,POLD1,USP1","CDKN1A,IRS2,PRSS23,SORBS2"
4-Demethoxydaunorubicin hydrochloride (65),BRD-A71390734,MCF7,0.08,24.0,0.0474,345,42594,,"ANP32E,ATAD2,FBXO5,USP1","EFNB2,LAMB3,PLSCR3,PRSS23,QSOX1,WLS"
B675700.cdx,BRD-K88510285,MCF7,0.04,24.0,0.0474,530,387447,,"ACACB,ATAD2,CDT1,FAM111A,FBXO5","CDKN1A,CREB3L2,KLF6,LAMB3,MALL,WNT5A"
BJM-ctd2-9,BRD-M86331534,MCF7,10.0,24.0,0.0474,467,73707397,,"ANP32E,ATAD2,FBXO5,PARP1","ANXA3,CDKN1A,COL16A1,EFNB2,ETS2,LAMB3,MMP12,PALLD"
Narciclasine,BRD-K06792661,RMUGS,10.0,6.0,0.0474,266,72376,,"A2M,ADCY7","ANXA3,CDKN1A,DUSP10,DUSP8,MAP7,PALLD,PDGFA,TSC22D1,TSC22D2"
S1057,BRD-K15600710,MCF7,10.0,24.0,0.0474,405,11404337,,ATAD2,"ANXA3,CDKN1A,CPD,CREB3L2,IRS2,KLF6,LAMB3,MAP7,MICAL2,PALLD,QSOX1"
-666,BRD-A58564983,MCF7,10.0,24.0,0.0474,298,16667695,,"ATAD2,POLD1,UNG","COL16A1,CREB3L2,ETS2,GTF2IRD1,NOTCH3,PDGFA,SLC1A4"
-666,BRD-K38477985,MCF7,10.0,24.0,0.0474,312,16759147,,"ACACB,ATAD2,UNG","ANXA3,CDKN1A,CREB3L2,ETS2,KLF6,LAMB3,MMP12"
NVP-BEZ235,BRD-K12184916,PC3,1.11,24,0.0474,284,11977753,,"ANP32E,ATAD2,UNG","ANXA3,CDKN1A,EFNB2,IRS2,KLF6,MAP7,PRSS23,SORBS2"
mitoxantrone,BRD-K21680192,HEPG2,1.11,24,0.0474,228,5458171,,VCAM1,"CDKN1A,DUSP10,EFNB2,IRS2,ITGA6,LAMB3,MAP7,MMP12,PALLD"
MK-2206,BRD-K68065987,HT29,10,24,0.0474,240,24964624,,"ATAD2,USP1","ANXA3,ASAP2,CDKN1A,DUSP10,KLF6,PALLD,PDGFA,PRSS23"
Anisomycin,BRD-K91370081,HA1E,10.0,6.0,0.0427,359,253602,,SNN,"ADAMTS1,ANXA3,CDKN1A,DUSP10,EFNB2,KLF6,TSC22D1,TSC22D2"
Digoxigenin,BRD-K18619710,VCAP,10.0,24.0,0.0427,335,15478,,"ALDH3A1,MTMR4,VCAM1","CDKN1A,HS2ST1,NOTCH3,PLSCR3,TNFAIP1,TSC22D2"
Norethynodrel,BRD-K80334323,VCAP,10.0,24.0,0.0427,283,6231,,"ANP32E,VCAM1","ANXA3,CDKN1A,DDAH2,GJA1,IRS2,ITGA6,NEDD4L"
