drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
LASALOCID SODIUM,BRD-A72711497,A549,10.0,24.0,0.0701,244,6708465,,"BZW2,C20ORF103,CADM1,CDH2,CDKN2A,KPNA2,LEF1,MCM10,MLF1IP,NME4","DNAJB9,PLA2G4C,POU2AF1,SAT1,SLC7A7"
Salermide,BRD-A67788537,HT29,120.0,24.0,0.0701,363,42626405,,"CDH2,MARCKSL1,MGST2,NME4,SERPINB6","AIM2,DNAJB9,DUSP5,HLA-A,HLA-E,IFIH1,KYNU,OAS3,SAT1,SLC15A3,SQSTM1,TAP1,WBP2,ZC3H12A"
Ro 28-1675 ?,BRD-K21672174,HT29,160.0,24.0,0.0701,520,9886086,,"CCNB1,DTYMK,MARCKSL1,MCM10,MLF1IP,NME4","AIM2,CTH,DNAJB9,DUSP5,HLA-E,KYNU,OAS3,SAT1,SLC2A3,SQSTM1,TAP1"
NICLOSAMIDE,BRD-K35960502,MCF7,10.0,24.0,0.0701,468,4477,DB06803,"DTYMK,KPNA2,LAPTM4B,LSM4,MCM10,MLF1IP,NME4,QDPR","DNAJB9,DUSP5,EMP3,MKNK2,SAT1,SQSTM1,ZC3H12A"
MLN2238,BRD-K78659596,MCF7,10.0,24.0,0.0701,565,25183872,,"C5ORF13,CCNB1,DTYMK,KPNA2,LSM4,MCM10,MLF1IP,NME4,PCGF2","CAV2,DNAJB9,DUSP5,MKNK2,RYBP,SAT1,SQSTM1"
Importazole,BRD-A02481876,VCAP,60.0,24.0,0.0701,234,2949965,,"IFRD2,KPNA2,LEF1,LSM4,MGST2,NME4,SLC27A2,STK39","ALOX5,CAPG,DUSP3,ENO2,HLA-A,OLFML2A,SLC7A7"
trichostatin A,BRD-A19037878,NPC,10.0,24.0,0.0701,272,6376322,,"C20ORF103,C5ORF13,CADM1,CDK4,LEF1,MAP4K4,MARCKSL1,NME4,PTMA,SLC27A2,TP53I3","CAPG,CAV2,CIB1,HLA-E"
-666,BRD-A76528577,NPC,10.0,24.0,0.0701,291,5022426,,"C5ORF13,FLRT3,LSM4,MARCKSL1,NME4,PTMA,QDPR,SLC27A2","CAV2,DUSP3,KYNU,SAT1,SQSTM1,SWAP70,TAGLN2,WBP2"
vorinostat,BRD-K81418486,NPC,10.0,24.0,0.0701,297,5311,DB02546,"C5ORF13,CADM1,CDH2,CDK4,LEF1,MAP4K4,NME4,PTMA,SLC27A2","CAPG,CAV2,HLA-E,S100A6,SAT1,SQSTM1"
-666,BRD-K64517075,PC3,10.0,24.0,0.0701,389,5282060,,"C5ORF13,CDK4,IFRD2,MCM10,MLF1IP,PFAS,SLC27A2,STK39","CTH,DNAJB9,HLA-E,JUND,SAT1,SERTAD2,SLC2A3,SQSTM1,ZC3H12A"
IMD 0354,BRD-K74305673,PC3,10.0,24.0,0.0654,327,5081913,,"C5ORF13,MARCKSL1,MCM10,MLF1IP,NME4,SLC27A2","CTH,DNAJB9,HLA-E,MKNK2,POU2AF1,SAT1,SGCE,SQSTM1"
-666,BRD-A62809825,A375,10.0,24.0,0.0654,464,5353993,,"CCNB1,DTYMK,KPNA2,LAPTM4B,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,QDPR","CTH,DNAJB9,MOCOS,SQSTM1"
NICLOSAMIDE,BRD-K35960502,A375,10.0,24.0,0.0654,432,4477,DB06803,"CDH2,LAPTM4B,MARCKSL1,MCM10,MLF1IP,NME4","CTH,DNAJB9,HLA-E,JUND,MKNK2,RYBP,SAT1,SERTAD2,SQSTM1"
vorinostat,BRD-K81418486,A375,11.1,24.0,0.0654,539,5311,DB02546,"ACTN1,ANXA1,CDH2,IFRD2,LEF1,LPP,LSM6,MCM10,MGST2,NME4,PFAS,STK39","ALOX5,CAV2,DNAJB9,DUSP5,JUND,SAT1,SLC7A7"
Importazole,BRD-A02481876,HA1E,60.0,24.0,0.0654,443,2949965,,"ACTN1,C5ORF13,CDH2,LAPTM4B,PRKCA","AIM2,ALOX5,CBX7,CD97,DUSP3,DUSP5,IFIH1,KYNU,MKNK2,OAS3,SQSTM1,TAP1"
-666,BRD-K25737009,HCC515,40.0,24.0,0.0654,476,24868309,,"C20ORF103,CCNB1,KPNA2,LAPTM4B,MARCKSL1,MCM10,MLF1IP,NME4","AIM2,CTH,DNAJB9,DUSP5,KYNU,P2RX4,SAT1"
-666,BRD-A18763547,HT29,10.0,24.0,0.0654,457,2729027,,"GZMK,LSM6,MARCKSL1,MCM10,MGST2,MLF1IP,NME4,SLC27A2","CTH,DNAJB9,DUSP5,JUND,KYNU,P2RX4,SAT1,SLC2A3"
PK-11195,BRD-A41451487,HT29,160.0,24.0,0.0654,500,1345,,"C5ORF13,CDKN2A,LSM4,LSM6,MARCKSL1,MGST2,NME4,TST","AIM2,CTH,DNAJB9,HOXB2,SAT1,SLC2A3,SQSTM1,ZBTB43"
niguldipine hydrochloride,BRD-A43331270,HT29,10.0,24.0,0.0654,422,71317558,,"CCNB1,KPNA2,LSM6,MCM10,MLF1IP","CTH,DNAJB9,DUSP3,DUSP5,JUND,KYNU,SAT1,SLC2A3,SQSTM1,WBP2"
-666,BRD-K25737009,HT29,40.0,24.0,0.0654,418,24868309,,"ACTN1,CDH2,GZMK,LSM6,NME4,PHB,PRKCA,QDPR,SERPINB6","DNAJB9,DUSP5,HLA-E,IFIH1,JUND,RYBP,SAT1,SLC2A3"
-666,BRD-K64642496,HT29,40.0,24.0,0.0654,404,10322450,,"CDH2,DTYMK,LSM6,MARCKSL1,MCM10,MLF1IP,PTMA","CTH,DNAJB9,DUSP5,HLA-E,KYNU,OAS3,SAT1,SQSTM1"
MK-2206,BRD-K68065987,HT29,10.0,24.0,0.0654,393,24964624,,"KPNA2,LAPTM4B,LSM4,LSM6,MCM10,MLF1IP","DNAJB9,DUSP3,DUSP5,HLA-E,SLC2A3,SORBS2,SQSTM1,SWAP70"
-666,BRD-K86574132,HT29,48.0,24.0,0.0654,486,7326481,,"CDH2,CDKN2A,LEF1,LSM6,MARCKSL1,MCM10,MLF1IP,NME4,PTMA,QDPR","CTH,DNAJB9,DUSP5,KYNU,SAT1,SQSTM1"
COT-10b,BRD-K18190982,PC3,44.4,24.0,0.0654,379,73707373,,"ACTN1,C5ORF13,CCNB1,KPNA2,MARCKSL1,MCM10,MLF1IP,PHB,PRKCA,PTMA","CTH,DNAJB9,JUND,SAT1"
Arachidonyl trifluoro-methyl ketone,BRD-K07303502,VCAP,80.0,24.0,0.0654,375,5280436,,"C5ORF13,IFRD2,MLF1IP,NME4,PFAS,STK39,TST","AIM2,CTH,DNAJB9,HOXB2,PIR,SAT1,SLC7A7,SQSTM1,SWAP70"
-666,BRD-K08307026,NPC,10.0,24.0,0.0654,298,44631783,,"ABCB1,CADM1,CDK4,LEF1,LSM6,MCM10,MLF1IP","DUSP5,ENO2,POU2AF1,SAT1,SERTAD2,SLC2A3,SORBS2,SQSTM1"
