drug,approved,odds_ratio,pvalue,adj_pvalue,pvalue_up,adj_pvalue_up,pvalue_down,adj_pvalue_down,count_significant,count_insignificant,count_up_significant
dasatinib,True,0.4565553940045103,0.9999999882016801,1,6.5664553373986665e-21,3.18741671147264e-17,0.9999999999941488,1,66,2960,66
bortezomib,True,0.05938802521076468,0.9999999787818168,1,8.263322774319914e-16,1.4761048915860139e-12,1.0000000000558746,1,50,16972,50
sirolimus,True,0.2177211132999209,0.9999999950819214,1,7.396932086183039e-13,9.910039762463726e-10,0.9999999999990619,1,40,3774,40
vorinostat,True,0.11438305730278951,0.9999999909689445,1,1.3198267208883942e-11,1.414590279448181e-08,1.0000000000011442,1,36,6452,36
afatinib,True,0.2851427424876698,0.9999999977872915,1,1.8795237890666248e-10,1.6787279976013403e-07,0.999999999998617,1,32,2316,32
ibrutinib,True,0.2074120541370564,1.0000000005822962,1,2.1469975076314863e-07,0.00016436799490567337,0.9999999999945242,1,22,2204,22
lapatinib,True,0.23607905593037792,1.000000030814675,1,4.257069450855253e-07,0.000267882310351347,0.9999999999966739,1,21,1851,21
erlotinib,True,0.17613776527686337,0.9999999983228797,1,1.7677302554685483e-06,0.0008090470862471104,0.9999999999978365,1,19,2249,19
fostamatinib,True,0.19704437694873045,1.0000000324435432,1,7.075810901662588e-06,0.0027850535820093847,1.0000000000029028,1,17,1805,17
troglitazone,True,0.15461061264747378,1.0000000003216503,1,1.4437332841228267e-05,0.004936749851230185,0.9999999999993949,1,16,2168,16
mitoxantrone,True,0.09661661124342193,1.0000000029858767,1,1.4739316592588722e-05,0.004936749851230185,1.0000000000076936,1,16,3464,16
RITA,True,0.3061064773779032,0.9999999930268967,1,0.00011190903505101285,0.02277451809983882,1.0000000000005738,1,13,897,13
idelalisib,True,0.22190999537921155,1.000000012543341,1,0.00011461352858371434,0.02277451809983882,1.0000000000006761,1,13,1237,13
estradiol,True,0.19932157227013586,1.0000000353361536,1,0.00011535013129177892,0.02277451809983882,0.9999999999987063,1,13,1377,13
cabozantinib,True,0.1870763270826289,1.0000000315990865,1,0.00011575141953972086,0.02277451809983882,0.9999999999972065,1,13,1467,13
selumetinib,True,0.12301969835524793,0.9999999987444855,1,0.0001178734518102138,0.02277451809983882,1.0000000000003106,1,13,2229,13
