drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
vorinostat,BRD-K81418486,MCF7,10,24,0.0476,370,5311,DB02546,"ALDH3A1,CCNB2,CD44,CXCL14,GINS2,IGFBP2,MLPH,PDLIM4,UCK2","DUSP1,FGFR4,GLO1,HMGCS1,SEPHS2,WDTC1"
vorinostat,BRD-K81418486,A549,10.0,24.0,0.0403,539,5311,DB02546,"ALDH3A1,CD44,CXCL14,FBN2,KRT18,MLH1,MLPH,SPP1","ENPP4,HMGCS1,RHOB,SMPD1,WDTC1"
trichostatin A,BRD-A19037878,MCF7,10.0,24.0,0.0403,459,6376322,,"ALDH3A1,CCNB2,CXCL14,GINS2,KRT18,MLPH,PDLIM4,UCK2","DUSP1,ENPP4,FGFR4,HMGCS1"
-666,BRD-K13810148,MCF7,10.0,24.0,0.0403,423,9804992,,"ALDH3A1,GFRA1,GINS2,IGFBP2,KRT18,MLPH,UCK2","DUSP1,FDFT1,FGFR4,GLS,HMGCS1,WDTC1"
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0366,490,6376322,,"ALDH3A1,CCNB2,CD44,CXCL14,FBN2,KRT18,PDLIM4,PLP2","FDFT1,FGFR4,HMGCS1,RHOB,SEPHS2"
curcumin,BRD-K74148702,CL34,48.0,6.0,0.0366,214,16760039,,"BID,CCNB2,CX3CR1,CXCL14,IGFBP2,POLD2,SOX11,TYRP1","CDKN2C,DUSP1,NQO1,NR4A2"
vorinostat,BRD-K81418486,MCF7,11.1,6.0,0.033,369,5311,DB02546,"ALDH3A1,CXCL14,GRIA2,MLPH,TYRP1,UCK2","FDFT1,GLS,HMGCS1,WDTC1"
Chemistry 2804,BRD-K74402642,SKMEL28,10.0,6.0,0.033,184,6477762,,"CXCL14,MLPH,PRKCZ,TYRP1","DUSP1,HMGCS1,NR4A2,RHOB,SOD2"
trichostatin A,BRD-A19037878,MCF7,10.0,24.0,0.033,349,6376322,,"ALDH3A1,CCNB2,CXCL14,GINS2,KRT18,MLPH","DUSP1,FGFR4,GLS,HMGCS1,WDTC1"
-666,BRD-K64606589,VCAP,10.0,24.0,0.033,342,,,"ALDH3A1,CCNB2,IGFBP2,MLPH,SOX11,TDO2,UCK2","ALAS2,ARC,FDFT1"
EI-215,BRD-K40255344,HEPG2,10.0,6.0,0.033,178,5614,,"BID,CILP,IGFBP2,NRCAM,PCP4,PRKCB","DUSP1,HMGCS1,NR4A2"
B4313,BRD-A11007541,MCF7,10.0,6.0,0.033,257,5475586,,"CILP,CX3CR1,FBN2,GFRA1","ARC,DUSP1,HMGCS1,NR4A2,RHOB"
H7270,BRD-A39646320,MCF7,10.0,6.0,0.033,335,3571,,"ALDH3A1,CXCL14,GRIA2,MLPH,PDLIM4","CRAT,FDFT1,HMGCS1,RHOB,WDTC1"
vorinostat,BRD-K81418486,MCF7,10.0,24.0,0.033,407,5311,DB02546,"ALDH3A1,BID,GINS2,KRT18,MLPH,PDLIM4","ENPP4,FDFT1,FGFR4,GLO1,HMGCS1"
trametinib,BRD-K12343256,A549,0.37,24,0.033,304,11707110,,"GINS2,GRIA2,MLPH,PLP1,PSRC1","DUSP1,FGFR4,GLS,NCK1,OXTR,SOD2"
vorinostat,BRD-K81418486,A375,10,24,0.033,337,5311,DB02546,"CCNB1,CCNB2,CXCL14,FBN2,GRIA2,PLP1","DUSP1,ENPP4,FDFT1,HMGCS1,NQO1,RHOB,WDTC1"
YM-201636,BRD-K48488978,HEPG2,10,24,0.033,200,9956222,,"CCNB2,CXCL14,GINS2,RNASE1","FDFT1,FGFR4,GLS,HMGCS1,SOD2"
PD-184352,BRD-K05104363,HT29,10,24,0.033,427,6918454,,"CCNB2,GINS2,POLD2,UCK2","ATRX,DECR1,ENPP4,GLS,GOLPH3L,HSD17B4,SEPHS2"
PD-0325901,BRD-K49865102,MDAMB231,1.11,24,0.033,232,9826528,,"FXYD2,GINS2,IGFBP2,PSRC1,SPP1","DUSP1,PEX11A,RHOB,SOD2"
trichostatin A,BRD-A19037878,HCC515,10.0,24.0,0.0293,411,6376322,,"ALDH3A1,CCNB2,GINS2,KRT18,MLPH,STIL,UCK2","FGFR4,HMGCS1,RHOB,WDTC1"
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0293,403,6376322,,"ALDH3A1,CCNB2,CXCL14,KRT18,MLPH,PDLIM4,PLP2","FDFT1,FGFR4,HMGCS1,RHOB"
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0293,400,6376322,,"ALDH3A1,CCNB1,CCNB2,CXCL14,MLPH,PDLIM4,PLP2","FDFT1,FGFR4,HMGCS1,RHOB"
TERFENADINE,BRD-A06352418,HCC515,10.0,24.0,0.0293,236,5405,,"CD44,GINS2,STIL","DUSP1,FDFT1,HMGCS1,NQO1,SOD2"
vorinostat,BRD-K81418486,HCC515,10.0,24.0,0.0293,378,5311,DB02546,"CCNB1,CCNB2,GINS2,GRIA2,SFTPB,STIL","FGFR4,GLS,RHOB"
CA-074-Me,BRD-A56020723,A375,10.0,24.0,0.0293,228,23760717,,"APOD,CXCL14,EID1,FXYD2,IGFBP2,KRT18,SOX11","DUSP1,NQO1,SOD2"
vorinostat,BRD-K81418486,A375,10.0,24.0,0.0293,508,5311,DB02546,"CCNB2,CD44,KRT18,PDE10A","DUSP1,ENPP4,FDFT1,HMGCS1,NR4A2,RHOB"
vorinostat,BRD-K81418486,A375,11.1,24.0,0.0293,539,5311,DB02546,"APOD,CCNB2,CD44,KRT18","DUSP1,ENPP4,FDFT1,HMGCS1,NR4A2,RHOB"
Chemistry 2804,BRD-K74402642,CORL23,10.0,6.0,0.0293,138,6477762,,"CXCL14,GNA15,RNASE1","DUSP1,HMGCS1,NQO1,NR4A2,SCP2"
