drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
GW405833 hydrochloride,BRD-K10705233,HT29,40.0,24.0,0.0403,464,9911463,,"A2M,ATAD2,CDT1,FAM111A,FBXO5,MCM3,PARP1,POLD1,UNG","CDKN1A,CREB3L2,HMGCS1,IRS2,LAMB3,LHFPL2,LMO4"
-666,BRD-K86574132,HT29,48.0,24.0,0.0403,486,7326481,,"ANP32E,ATAD2,CDT1,FAM111A,MCM3,POLD1,POLQ,UNG","CDKN1A,CREB3L2,F11R,IGFBP5,INHBB,LAMB3,LHFPL2,LMO4,SLC1A4"
Rottlerin,BRD-K03816923,MCF7,9.68,24.0,0.0403,356,5281847,,"ATAD2,BCL2,FAM111A,FBXO5,MCM3","ANXA3,CDKN1A,CREB3L2,ETS2,GTF2IRD1,KLF6,LAMB3,MAP7,RBMS1,RND3,VAT1"
B675700.cdx,BRD-K88510285,MCF7,0.04,24.0,0.0403,530,387447,,"ACACB,ATAD2,CDC25B,CDT1,FAM111A,FBXO5,MCM3,SYT1","CDKN1A,CREB3L2,KLF6,LAMB3,MALL,RBMS1,RND3,WNT5A"
phorbol-12-myristate-13-acetate (PMA),BRD-A15079084,SW948,10.0,6.0,0.0403,287,4792,,"UNG,VCAM1","AKAP12,ANXA3,CDKN1A,F11R,HMGCS1,ITGA6,KLF6,LAMB3,LMO4,MALL,RHOC,TSC22D2,WNT5A"
-666,BRD-K08463963,HA1E,10.0,6.0,0.0403,203,800048,,"ACACB,RAD9A","ADAMTS1,AUTS2,EFNB2,FRS2,HMGCS1,INHBB,KLF6,LMO4,PDGFA,PFKFB3,RBMS1,SPRY1,STK38L"
C8273,BRD-K25504083,HT29,10.0,6.0,0.0403,168,44634700,,ITGA4,"ANXA3,CDKN1A,DUSP10,HMGCS1,KLF6,LAMB3,MALL,PALLD,PRSS23,RHOC,SORBS2,SPATS2L,TJP2,TSC22D2"
S1057,BRD-K15600710,MCF7,10.0,24.0,0.0403,405,11404337,,"ATAD2,MCM3,MEF2C","ANXA3,CDKN1A,CPD,CREB3L2,HMGCS1,IRS2,KLF6,LAMB3,MAP7,MICAL2,PALLD,QSOX1,RBMS1,VAT1"
PAC 1,BRD-K50841342,PC3,10.0,24.0,0.0375,227,5344054,,MCM3,"ADAMTS1,CDKN1A,DUSP10,ENC1,IGFBP5,IRS2,KLF6,LAMB3,NEDD4L,PALLD,PDGFA,PFKFB3,SORBS2,TSC22D1"
BMS-754807,BRD-K13049116,A375,10.0,24.0,0.0375,373,24785538,,"ANP32E,ATAD2,CDC25B,CDT1,FAM111A,FBXO5,MCM3,POLD1,POLQ","CDKN1A,ETS2,PAM,SAMD4A,SLC1A4,TSC22D1,WLS"
-666,BRD-K19295594,A375,11.1,24.0,0.0375,533,227456,,"ANP32E,ATAD2,CDC25B,CDT1,FAM111A,FBXO5,MCM3,PARP1,POLD1,UNG,USP1","CDKN1A,F11R,KLF6,LAMB3,MICAL2,MMP12,PDGFA"
TW 37,BRD-K28360340,A375,10.0,24.0,0.0375,473,11455910,,"ACACB,CDC25B,FAM111A,MCM3,PARP1,RAD9A,UNG,USP1","CTTN,ENC1,ETS2,F11R,GJA1,IGFBP5,KLF6,MICAL2,MMP12,PDGFA,TSC22D1"
Chemistry 2804,BRD-K74402642,A549,10.0,6.0,0.0375,259,6477762,,"ALDH3A1,CDC25B","ANXA3,CDKN1A,DUSP10,EFNB2,HMGCS1,IRS2,KLF6,RND3,SLC1A4,SPATS2L,STK38L,TSC22D2"
phorbol-12-myristate-13-acetate (PMA),BRD-A15079084,HCC515,10.0,6.0,0.0375,253,4792,,"MCM3,UNG","AKAP12,CDKN1A,EFNB2,ETS2,F11R,KLF6,LAMB3,MALL,MICAL2,MMP12,NEDD4L,PDGFA,PFKFB3,TJP2"
YM-155,BRD-K76703230,HT29,0.31,24.0,0.0375,375,10126189,,"ANP32E,FAM111A,MCM3,PARP1,UNG","ANXA3,CDKN1A,GJA1,KLF6,LAMB3,LHFPL2,LMO4,MICAL2,NEDD4L,PRSS23"
-666,BRD-K86574132,MCF7,48.0,24.0,0.0375,471,7326481,,"ACACB,ATAD2,BCL2,FAM111A,FBXO5,MCM3,POLQ,UNG","ANXA3,AUTS2,CDKN1A,ETS2,KLF6,PDGFA,RBMS1,RND3,VAT1"
MST- 312,BRD-K19894101,PC3,11.1,24.0,0.0375,395,10385095,,"CDC25B,NEFH","ADAMTS1,ANXA3,AUTS2,CDKN1A,ETS2,F11R,IRS2,KLF6,LAMB3,LMO4,PALLD,PDGFA,PFKFB3,SLC1A4,YAP1"
-666,BRD-K92317137,PC3,10.0,24.0,0.0375,404,659101,,"A2M,CD38,CDC25B","ADAMTS1,AKAP12,AUTS2,CDKN1A,CTTN,IRS2,KLF6,LAMB3,MALL,MAP7,PDGFA,PFKFB3,RBMS1,RHOC,TMEM41B"
CT-200783,BRD-K02822062,SKM1,10.0,6.0,0.0375,233,73707405,,"ADCY7,NCKAP1L","AUTS2,EFNB2,GJA1,IGFBP5,LHFPL2,MAP7,MMP13,PRKCI,RBFOX2,RHOC,RND3,SCARB2"
-666,BRD-A36630025,WSUDLCL2,0.35,6.0,0.0375,197,4014291,,"ADCY7,BCL2,BTK,DOCK2,HCLS1,STK10,SWAP70","ENPP4,EXT1,MMP12,PALLD,RND3,SLC7A8"
5846833,BRD-A27640568,MCF7,10.0,24.0,0.0375,245,2872362,,CDC25B,"ANXA3,CDKN1A,DUSP10,HMGCS1,IRS2,LAMB3,MAP7,MMP12,PFKFB3,RND3,SORBS2,STK38L"
S1130,BRD-K24681473,HT29,10.0,6.0,0.0375,197,10126189,,PRKCB,"CDKN1A,DUSP10,EFNB2,ENC1,ETS2,HMGCS1,ITGA6,KLF6,LAMB3,PALLD,RND3,TSC22D2"
-666,BRD-A58564983,MCF7,10.0,24.0,0.0375,298,16667695,,"ATAD2,MCM3,POLD1,UNG","COL16A1,CREB3L2,ETS2,GTF2IRD1,HMGCS1,NOTCH3,PDGFA,RND3,SLC1A4"
-666,BRD-K26997899,HT29,10.0,6.0,0.0375,166,3921152,,CDC25B,"ANXA3,CDKN1A,HMGCS1,INHBB,KLF6,LAMB3,MICAL2,PALLD,PRSS23,SORBS2,SPATS2L,TSC22D2"
-666,BRD-K74305673,MCF7,10.0,24.0,0.0375,346,5081913,,"ANP32E,ATAD2,MCM3,UNG","CDKN1A,CREB3L2,ETS2,EXT1,HMGCS1,KLF6,LAMB3,MICAL2,MMP12,SAMD4A,TSC22D1"
-666,BRD-K53308430,PC3,10.0,6.0,0.0375,146,44507247,,VCAM1,"ADAMTS1,AKAP12,CDKN1A,DUSP10,EFNB2,ENC1,ETS2,LAMB3,MALL,PALLD,PRSS23,TSC22D1,WLS"
dovitinib,BRD-K85402309,A549,10,24,0.0375,342,9886808,,"ANP32E,ATAD2,CDT1,FBXO5,MCM3,POLQ,USP1","CDKN1A,CTTN,HMGCS1,IRS2,SAMD4A,VAT1,WLS"
NVP-BEZ235,BRD-K12184916,PC3,3.33,24,0.0375,318,11977753,,"ANP32E,ATAD2,MCM3,PARP1,UNG,USP1","ANXA3,CDKN1A,DDR1,IRS2,KLF6,MCAM,PRSS23,RND3,TGFB1I1,VAT1"
QL-XII-47,BRD-K99252563,LNCAP,1.11,24,0.0375,397,71748056,,"ATAD2,ITGA4,MCM3,PARP1,UNG","CDKN1A,IRS2,KLF6,PALLD,PBX1,PDGFA,SAMD4A,STK38L,WNT5A"
BIBX 1382 dihydrochloride,BRD-K70914287,HCC515,10.0,24.0,0.0346,326,6918508,,"ANP32E,ATAD2,MCM3,UNG","CPD,DDAH2,HMGCS1,INHBB,IRS2,PRKCI,VAT1,WLS"
-666,BRD-A62809825,A375,10.0,24.0,0.0346,464,5353993,,"ANP32E,ATAD2,CDT1,FAM111A,FBXO5,MCM3,UNG,VCAM1","CDKN1A,CREB3L2,ENPP4,IGFBP5,IRS2,MICAL2,PDGFA,TMEM41B"
YM-155,BRD-K76703230,A375,0.31,24.0,0.0346,395,10126189,,"ANP32E,RAD9A,USP1","CDKN1A,ENC1,ETS2,F11R,GJA1,IGFBP5,KLF6,MICAL2,MMP12,MMP13,PDGFA,STK38L"
niguldipine hydrochloride,BRD-A43331270,HT29,10.0,24.0,0.0346,422,71317558,,"ANP32E,ATAD2,CDT1,MCM3,PARP1,POLD1,UNG","CDKN1A,CREB3L2,HMGCS1,IRS2,LHFPL2,VAT1"
CAM-9-027-3,BRD-K45399554,HT29,10.0,24.0,0.0346,438,49849912,,"ANP32E,ATAD2,CDT1,MCM3,PARP1,POLD1,UNG,USP1","CDKN1A,CREB3L2,IRS2,LHFPL2,LMO4,SLC1A4"
Chemistry 2804,BRD-K74402642,MCF7,10.0,24.0,0.0346,539,6477762,,"CDC25B,FBXO5,MCM3","CDKN1A,CREB3L2,ETS2,LAMB3,LMO4,MALL,NDEL1,PDGFA,RBMS1,RND3,STAM2,TMEM41B,WNT5A"
BJM-ctd2-9,BRD-M86331534,MCF7,10.0,24.0,0.0346,467,73707397,,"ANP32E,ATAD2,FBXO5,MCM3,PARP1,POLQ","ANXA3,CDKN1A,COL16A1,EFNB2,ETS2,LAMB3,LTBP3,MMP12,PALLD,RND3"
phorbol-12-myristate-13-acetate (PMA),BRD-A15079084,NOMO1,10.0,6.0,0.0346,289,4792,,"ANP32E,BCL2,FAM111A,KBTBD11,MCM3,UNG","ENC1,ETS2,LAMB3,LHFPL2,MICAL2,MMP12,PDGFA,RHOC,STK38L,TSC22D1"
trichostatin A,BRD-A19037878,SKM1,10.0,6.0,0.0346,306,6376322,,"ADCY7,BAZ1A,ITGA4,PLEK,WIPF1","AKAP12,CDKN1A,HMGCS1,IGFBP5,MALL,MPZL1,PFKFB3,TMEM41B,VAT1"
TENIPOSIDE,BRD-A35588707,THP1,1.25,6.0,0.0346,198,6708778,,"ADCY7,BCL2,CDC25B,IL6R,ITGAL,MEF2C,PRKCB","CDKN1A,CRIM1,ETS2,GJA1,IGFBP5,PDGFA"
-666,BRD-K92317137,VCAP,10.0,6.0,0.0346,461,659101,,"MCM3,UNG","AUTS2,CDKN1A,F11R,GJA1,IRS2,ITGA6,KLF6,LMO4,MAP7,PFKFB3,PLSCR3,PRSS23,RBMS1,RND3,TMEM41B,TSC22D2"
