drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
GW405833 hydrochloride,BRD-K10705233,HT29,40.0,24.0,0.1582,464,9911463,,"CCNF,CENPF,CHEK1,HMMR,KIAA0101,KPNA2,MCM10,NME1,NME4,OIP5,POLA2,RANBP1,SCML1,TIMELESS,TRIP13","CEBPG,DNAJB9,GOLGB1,INHBE,LDLR,PIR,SLC7A11,SQSTM1,TPP1,WARS"
"3,5-dichloro-2-hydroxy-N-(2-methoxy-5-phenylphenyl)benzenesulfonamide",BRD-K43620258,PC3,80.0,24.0,0.1582,468,16747776,,"C20ORF27,C5ORF13,CCNB1,CCNF,CENPF,CHEK1,DTYMK,HMMR,KIAA0101,KPNA2,LSM4,MCM10,NME4,OIP5,POLE2,STIP1,STRA13,TRIP13","ASS1,CEBPG,DNAJB9,LDLR,RYBP,SLC7A11,SQSTM1,WARS"
Importazole,BRD-A02481876,HT29,60.0,24.0,0.1519,462,2949965,,"ACTN1,C5ORF13,KIAA0101,LSM4,MGST2,NME1,NME4,POLE2,QDPR,RANBP1,SEPW1,SERPINB6,SMYD2,SYNCRIP,TRIP13","CEBPG,DNAJB9,HLA-B,HLA-E,LDLR,MKNK2,RYBP,SQSTM1,TPP1,WBP2"
COT-10b,BRD-K18190982,HT29,44.4,24.0,0.1519,499,73707373,,"C20ORF27,C5ORF13,CCNF,HMGB3,HMMR,KIAA0101,LSM4,MCM10,MGST2,NME1,NME4,POLE2,QDPR,RRS1,SYNCRIP,TRIP13","CEBPG,DNAJB9,GOLGB1,HLA-B,HLA-E,LDLR,SLC7A11,SLC7A7,TPP1,WBP2"
Akt inhibitor IV,BRD-K28296557,HT29,10.0,24.0,0.1519,429,5719375,,"CCNF,KIAA0101,MCM10,MGST2,NME1,NME4,OIP5,POLE2,RANBP1,SEPW1,SMYD2,TRIP13","CEBPG,CTDSP2,DNAJB9,GOLGB1,LDLR,MKNK2,NFE2L1,SLC7A11,SQSTM1,TPP1,WARS,WBP2"
CAM-9-027-3,BRD-K45399554,HT29,10.0,24.0,0.1519,438,49849912,,"CCNB1,CENPF,CHEK1,HMMR,KIAA0101,KPNA2,MCM10,NME1,OIP5,POLA2,POLE2,RANBP1,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,GOLGB1,LDLR,MKNK2,SLC7A11,SQSTM1,TPP1,WARS"
CAY10594,BRD-K61662457,HT29,20.0,24.0,0.1519,476,56588033,,"C20ORF27,CCNF,CDH2,CENPF,HMMR,KIAA0101,KPNA2,MCM10,NME1,NME4,OIP5,POLA2,POLE2,RANBP1,SYNCRIP,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,GOLGB1,INHBE,LDLR,SLC7A11,WARS"
Tyrphostin AG 1478,BRD-K68336408,HT29,56.78,24.0,0.1519,505,2051,,"BOP1,CCNB1,CCNF,CENPF,HMMR,KIAA0101,KPNA2,MCM10,NME1,NME4,OIP5,POLA2,POLE2,RANBP1,SYNCRIP,TIMELESS,TRIP13","CEBPG,DNAJB9,GOLGB1,NFE2L1,SLC7A11,SQSTM1,TPP1,WARS"
BJM-ctd2-9,BRD-M86331534,HT29,10.0,24.0,0.1519,411,73707397,,"CCNF,CDH2,CENPF,KPNA2,NME1,NME4,PFAS,POLE2,SERPINB6,SMYD2,STRA13,SYNCRIP,TRIP13","ASS1,CEBPG,DNAJB9,HLA-A,HLA-B,HLA-E,MKNK2,RYBP,SQSTM1,TAP1,TPP1"
-666,BRD-A18763547,A375,10.0,24.0,0.1456,425,2729027,,"ACTN1,CCNF,CDH2,CENPF,KIAA0101,LSM4,MCM10,MGST2,NME4,OIP5,POLA2,POLE2,TIMELESS,TRIP13","ASS1,DNAJB9,JUND,MYO1D,SLC7A11,SLC7A7,SQSTM1,TPP1,WARS"
DG-041,BRD-K33272502,A375,40.0,24.0,0.1456,413,11296282,,"AP2M1,C20ORF27,CCNB1,CCNF,CENPF,HMMR,KIAA0101,KPNA2,LSM4,MCM10,NME4,OIP5,POLA2,POLE2,PTMA,QDPR,SLC25A10,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,SLC7A11"
MK-0591,BRD-K39503511,A375,80.0,24.0,0.1456,375,60923,,"AP2M1,CCNB1,CCNF,CDH2,CENPF,HMGB3,HMMR,KIAA0101,KPNA2,MCM10,NME4,OIP5,POLE2,RANBP1,TRIP13","ASS1,CEBPG,DNAJB9,MOCOS,SLC7A11,SQSTM1,TPP1,WARS"
-666,BRD-A62809825,HT29,10.0,24.0,0.1456,512,5353993,,"CCNF,CDH2,CENPF,DTYMK,HMGB3,HMMR,KIAA0101,KPNA2,MCM10,MGST2,NME4,OIP5,POLA2,POLE2,RANBP1,SLC25A10,SYNCRIP,TRIP13","CEBPG,DNAJB9,GOLGB1,LDLR,NFE2L1,SLC7A11,WARS"
TG101348,BRD-K12502280,HT29,11.1,24.0,0.1456,474,16722836,,"BOP1,CDH2,EMG1,HMMR,KIAA0101,MCM10,MGST2,NME1,NME4,PFAS,POLA2,POLE2,RANBP1,RRS1,STRA13,SYNCRIP,TRIP13","CTDSP2,GOLGB1,HLA-E,LSS,SQSTM1,SWAP70,TPP1"
"3,5-dichloro-2-hydroxy-N-(2-methoxy-5-phenylphenyl)benzenesulfonamide",BRD-K43620258,HT29,80.0,24.0,0.1456,458,16747776,,"C18ORF10,CCNF,CDH2,CENPF,DTYMK,HMGB3,HMMR,KIAA0101,MCM10,NME4,OIP5,POLA2,POLE2,RANBP1,SLC25A10,STRA13,TRIP13","CEBPG,DNAJB9,GOLGB1,LDLR,NFE2L1,SLC7A11,SQSTM1,WARS"
-666,BRD-K25737009,PC3,40.0,24.0,0.1456,484,24868309,,"ACTN1,AP2M1,C5ORF13,CCNB1,CCNF,CENPF,HMMR,KIAA0101,MCM10,NME1,NME4,OIP5,POLE2,RANBP1,RRS1,SYNCRIP,TRIP13","CEBPG,DNAJB9,JUND,MKNK2,RYBP,SLC7A11,SQSTM1"
HG-6-64-01,BRD-U51024685,HME1,0.37,24,0.1456,259,,,"C20ORF27,CCNF,HMMR,KIAA0101,KPNA2,MCM10,POLE2,PTMA,RANBP1,TIMELESS,TRIP13","CEBPG,CREG1,CTDSP2,GDF15,HLA-E,INHBE,OLFML2A,SGCE,SLC7A11,SQSTM1,TPP1,WARS"
Rottlerin,BRD-K03816923,A375,9.68,24.0,0.1392,338,5281847,,"CCNF,CDH2,CENPF,HMMR,KIAA0101,KPNA2,MCM10,OIP5,PTMA,SYNCRIP,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,HAX1,INHBE,MOCOS,SLC7A11,SQSTM1,TTC17,WARS"
NICLOSAMIDE,BRD-K35960502,A375,10.0,24.0,0.1392,432,4477,DB06803,"AP2M1,CCNF,CDH2,CENPF,KIAA0101,MCM10,NME4,RBM3,SYNCRIP,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,HLA-E,JUND,LDLR,MKNK2,MYO1D,RYBP,SQSTM1,WARS"
Tyrphostin AG 1478,BRD-K68336408,A375,56.78,24.0,0.1392,524,2051,,"CCNB1,CCNF,CENPF,HMGB3,HMMR,KIAA0101,KPNA2,MCM10,NME4,OIP5,POLA2,POLE2,QDPR,SYNCRIP,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,GOLGB1,SLC7A11,WARS"
COT-10b,BRD-K18190982,HCC515,44.4,24.0,0.1392,408,73707373,,"BOP1,C20ORF27,CCNB1,CCNF,CDH2,CENPF,HMMR,KIAA0101,KPNA2,MCM10,NME1,NME4,TRIP13","CEBPG,DNAJB9,GOLGB1,HLA-A,HLA-B,HLA-E,LDLR,NFE2L1,SLC7A11,TPP1"
CHR 2797,BRD-K92241597,HT29,80.0,24.0,0.1392,473,15547703,,"C18ORF10,C5ORF13,CDH2,CENPF,HMMR,KIAA0101,MCM10,NME4,OIP5,POLA2,POLE2,RANBP1,TRIP13","CEBPG,DNAJB9,HLA-A,HLA-B,HLA-E,IFIH1,INHBE,SLC7A11,SQSTM1,TAP1,WARS"
-666,BRD-K17140735,MCF7,11.1,24.0,0.1392,487,4259181,,"ADI1,C5ORF13,CCNF,HMMR,KIAA0101,LSM4,MCM10,NME1,NME4,OIP5,QDPR,STRA13,TRIP13","CEBPG,DNAJB9,GOLGB1,HLA-B,HLA-E,JUND,RYBP,SLC7A11,SQSTM1"
NICLOSAMIDE,BRD-K35960502,MCF7,10.0,24.0,0.1392,468,4477,DB06803,"ADI1,CCNF,CENPF,CHEK1,DTYMK,HMMR,KIAA0101,KPNA2,LSM4,MCM10,NME4,OIP5,QDPR,SEPW1,STRA13,TIMELESS,TRIP13","DNAJB9,GOLGB1,LDLR,MKNK2,SLC7A11,SQSTM1"
Ro 28-1675 ?,BRD-K21672174,PC3,160.0,24.0,0.1392,360,9886086,,"ACTN1,CCNF,CENPF,CHEK1,HMMR,KIAA0101,MCM10,NME4,OIP5,POLE2,SCML1,SYNCRIP,TRIP13","ASS1,CEBPG,DNAJB9,HLA-E,INHBE,SLC7A11,SQSTM1,TPP1,WARS"
-666,BRD-K78122587,MCF7,10.0,24.0,0.1392,325,9957280,,"ADI1,C18ORF10,CBR1,KIAA0101,LSM4,MCM10,NME4,NUTF2,OIP5,POLA2,POLE2,SEPW1,SLC25A10,STRA13,TRIP13","DNAJB9,GOLGB1,LDLR,NFE2L2,RYBP,SLC7A11,SQSTM1"
WH-4-025,BRD-U60236422,HT29,10,24,0.1392,368,,,"BOP1,CCNF,CHEK1,EMG1,KIAA0101,MCM10,NME1,OIP5,PFAS,POLA2,POLD2,POLE2,RANBP1,RRS1,TRIP13","ASS1,CAMLG,DNAJB9,HLA-E,MKNK2,NFE2L1,TPP1"
radicicol,BRD-A39996500,MCF10A,10,24,0.1392,402,5311380,,"BOP1,C5ORF13,CCNF,HMGB3,KIAA0101,NME1,PFAS,POLD2,POLE2,RANBP1,RBM3,RRS1,SYNCRIP,TRIP13","DNAJB9,HLA-E,NFE2L1,PIR,RYBP,SLC7A7,SQSTM1,ZBTB43"
NICLOSAMIDE,BRD-K35960502,PC3,10.0,24.0,0.1329,304,4477,DB06803,"C18ORF10,C5ORF13,KIAA0101,NME4,POLE2,RBM3,RRS1,SEPW1,SYNCRIP,TRIP13","ASS1,CEBPG,DNAJB9,GDF15,HLA-B,HLA-E,JUND,MYO1D,SLC7A7,TAP1,TPP1"
THAPSIGARGIN,BRD-K69023402,HT29,10.0,24.0,0.1329,361,446378,,"CCNF,CENPF,HMMR,KIAA0101,MCM10,NME4,OIP5,POLA2,POLE2,RANBP1,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,GOLGB1,LDLR,NFE2L1,SLC7A11,SLC7A7,WARS"
Nutlin-3,BRD-A12230535,A375,44.4,24.0,0.1329,426,216345,,"C20ORF27,CCNF,CDH2,CENPF,HMGB3,HMMR,KIAA0101,KPNA2,MCM10,NME4,OIP5,POLA2,POLE2,PTMA,TIMELESS,TRIP13","ASS1,DNAJB9,SQSTM1,TPP1,WARS"
TENIPOSIDE,BRD-A35588707,A375,1.25,24.0,0.1329,502,6708778,,"ANXA1,C20ORF27,CCNF,CDH2,CENPF,HMGB3,HMMR,KIAA0101,KPNA2,LSM4,MCM10,NME4,OIP5,PFAS,PTMA,TIMELESS,TRIP13","ASS1,PLA2G4C,RYBP,ZBTB43"
KU 0060648 trihydrochloride,BRD-K09499853,A375,10.0,24.0,0.1329,404,11964036,,"ACTN1,ANXA1,CCNF,CDH2,CENPF,EMG1,HMMR,KIAA0101,MCM10,MGST2,NME4,OIP5,PFAS,POLA2,POLE2,TRIP13","CREG1,LDLR,LSS,MYO1D,TPP1"
IMD 0354,BRD-K74305673,A375,10.0,24.0,0.1329,329,5081913,,"ACTN1,CCNF,CDH2,CENPF,HMMR,KIAA0101,MCM10,NME4,QDPR,RBM3,SYNCRIP,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,JUND,LDLR,MYO1D,SLC7A7,SQSTM1,WARS"
IMD 0354,BRD-K74305673,HCC515,10.0,24.0,0.1329,446,5081913,,"CCNB1,CENPF,HMMR,KIAA0101,KPNA2,MCM10,OIP5,POLA2,POLE2,PTMA,RANBP1,TIMELESS,TRIP13","ASS1,CEBPG,CTSB,DNAJB9,LDLR,NFE2L1,SLC7A11,SLC7A7,SQSTM1,TPP1"
Pimozide,BRD-K01292756,HT29,10.0,24.0,0.1329,373,16362,DB01100,"CCNF,CENPF,CHEK1,KPNA2,MCM10,NME1,OIP5,POLA2,RANBP1,TRIP13","ASS1,CEBPG,DNAJB9,GDF15,LDLR,LSS,MKNK2,NFE2L1,SLC7A11,SLC7A7,WARS"
Ro 28-1675 ?,BRD-K21672174,HT29,160.0,24.0,0.1329,520,9886086,,"C18ORF10,CCNB1,CCNF,CENPF,DTYMK,HMGB3,HMMR,KIAA0101,MCM10,NME4,OIP5,POLE2,RANBP1,TRIP13","CEBPG,DNAJB9,GOLGB1,HLA-B,HLA-E,SLC7A11,SQSTM1,TAP1,WARS"
BMS-536924,BRD-K34581968,HT29,11.1,24.0,0.1329,465,11353973,,"BOP1,CCNF,CENPF,EBNA1BP2,HMMR,KIAA0101,KPNA2,MCM10,NME1,PFAS,POLA2,POLD2,POLE2,RRS1,STRA13,SYNCRIP,TRIP13","CTDSP2,HLA-B,HLA-E,TPP1"
IMD 0354,BRD-K74305673,HT29,10.0,24.0,0.1329,354,5081913,,"C18ORF10,CCNF,CDH2,CENPF,HMMR,KIAA0101,MCM10,NME4,OIP5,POLA2,POLE2,RANBP1,TRIP13","CEBPG,DNAJB9,JUND,LDLR,SLC7A11,SQSTM1,WARS,WBP2"
PF 750,BRD-K83213911,HT29,80.0,24.0,0.1329,398,25154868,,"CCNB1,CCNF,CENPF,CHEK1,HMMR,KIAA0101,KPNA2,MCM10,NME1,OIP5,POLA2,POLE2,TIMELESS,TRIP13","ASS1,CEBPG,DNAJB9,HLA-E,INHBE,LDLR,SLC7A11,SQSTM1"
