drug,pert_id,cell_line,dose,time,score,deg_count,pubchem_id,drugbank_id,up_dn_overlap,dn_up_overlap
Narciclasine,BRD-K06792661,A375,10.0,24.0,0.0809,622,72376,,"CST3,EHD3,ENO2,GRIA2,GTSE1,KRT18,NEIL3,TUBB6","DUSP8,PAFAH1B1,SUPT7L"
curcubitacin I,BRD-A28105619,A375,10.0,24.0,0.0662,490,73707401,,"CST3,GNG12,GPX1,GTSE1,KRT18,NPY,TNS3","DUSP8,SUPT7L"
Parthenolide,BRD-K81651477,VCAP,20.0,24.0,0.0515,454,5420804,,"CST3,GPX1,MLPH,NPY,TNS3","ACAA2,PAFAH1B1"
PK-11195,BRD-A41451487,A375,160.0,24.0,0.0441,444,1345,,"CST3,GNG12,GPX1,GTSE1,NPY,TNS3",
sirolimus,BRD-A79768653,A375,10.0,24.0,0.0441,366,5374464,,"GPX1,GTSE1,KRT18,NEIL3,NPY,TNS3",
vorinostat,BRD-K81418486,HCC515,10.0,24.0,0.0441,478,5311,DB02546,"CST3,FMO2,GTSE1,KRT18,MLPH,NEIL3",
Salermide,BRD-A67788537,PC3,120.0,24.0,0.0441,511,42626405,,"GTSE1,KRT18,LRBA,NEIL3,NPY,TNS3",CDV3
Bay 11-7821,BRD-K15025317,VCAP,10.0,6.0,0.0441,252,5353431,,"CILP,GPX1,KRT18,MLPH,NPY,TNS3",
vorinostat,BRD-K81418486,MCF7,10.0,6.0,0.0441,350,5311,DB02546,"CST3,GRIA2,MLPH,TNS3,TP63",ACAA2
PD-184352,BRD-K05104363,A375,10,24,0.0441,238,6918454,,"CXCL13,ENO2,GTSE1,KRT18,NEIL3",DECR1
selumetinib,BRD-K57080016,A375,0.37,24,0.0441,397,10127622,,"GTSE1,KRT18,NEIL3,TSPAN5","DECR1,TMEM135"
selumetinib,BRD-K57080016,A375,3.33,24,0.0441,376,10127622,,"GTSE1,KRT18,NEIL3,TSPAN5","DECR1,TMEM135"
PD-0325901,BRD-K49865102,A375,0.37,24,0.0441,349,9826528,,"GTSE1,KRT18,NEIL3,TSPAN5","DECR1,TMEM135"
PD-0325901,BRD-K49865102,A375,1.11,24,0.0441,403,9826528,,"GTSE1,KRT18,NEIL3,TSPAN5","DECR1,TMEM135"
vorinostat,BRD-K81418486,PC3,10.0,24.0,0.0368,494,5311,DB02546,"CST3,GTSE1,KRT18,MLPH,RAI14",KIF1B
trichostatin A,BRD-A19037878,HCC515,10.0,24.0,0.0368,411,6376322,,"FMO2,GTSE1,KRT18,MLPH,TNS3",
CYCLOHEXIMIDE,BRD-K36055864,HA1E,10.0,24.0,0.0368,292,6197,,"ENO2,KRT18,LTBP2,RUNX1",PCM1
trichostatin A,BRD-A19037878,PC3,10.0,24.0,0.0368,490,6376322,,"CST3,GTSE1,KRT18,RAI14,RUNX1,TNS3",
4-Demethoxydaunorubicin hydrochloride (65),BRD-A71390734,A375,0.08,24.0,0.0368,338,42594,,"CST3,GTSE1,NEIL3,NPY",SUPT7L
chaetocin,BRD-A85860691,A375,0.08,24.0,0.0368,388,161591,,"EHD3,ENO2,KRT18,NPY,TNS3",
-666,BRD-K92317137,A375,10.0,24.0,0.0368,462,659101,,"GRIA2,GTSE1,KRT18,NPY,TNS3",
-666,BRD-K52075040,HA1E,44.4,24.0,0.0368,418,5282054,DB01034,"CILP,GNG12,GTSE1,NPY,TNS3",
trichostatin A,BRD-A19037878,HCC515,10.0,24.0,0.0368,468,6376322,,"CST3,GTSE1,KRT18,MLPH,NEIL3,TNS3",
vorinostat,BRD-K81418486,HCC515,11.1,24.0,0.0368,402,5311,DB02546,"CST3,GTSE1,KRT18,MLPH,NEIL3",HADHB
Chemistry 2804,BRD-K74402642,HCC515,10.0,6.0,0.0368,240,6477762,,"GPX1,NPTX1,TIMP1,TNS3",STIP1
HDAC6 inhibitor ISOX,BRD-K69840642,PC3,10.0,24.0,0.0368,393,24951314,,"CST3,KRT18,MLPH,RAI14,TP63,TUBB6",
-666,BRD-K94325918,PC3,10.0,24.0,0.0368,424,20345,,"ENO2,GTSE1,LTBP2,TNS3",PAFAH1B1
Parthenolide,BRD-K98548675,VCAP,10.0,24.0,0.0368,312,6473881,,"CXCL13,GPX1,NPY","ACAA2,BAG2"
trichostatin A,BRD-A19037878,VCAP,10.0,6.0,0.0368,461,6376322,,"CST3,GTSE1,MLPH,TNS3",ACAA2
CT-200783,BRD-K02822062,VCAP,10.0,6.0,0.0368,300,73707405,,"CILP,GPX1,MLPH,NPY",TMED5
-666,BRD-K56411643,VCAP,10.0,6.0,0.0368,271,40911229,,"GPX1,KRT18,NPY","COCH,PAFAH1B1"
-666,BRD-K60870698,A375,10.0,24.0,0.0368,361,3238417,,"GNG12,GTSE1,KRT18,NPY,TNS3",
vorinostat,BRD-K81418486,A549,10.0,24.0,0.0368,539,5311,DB02546,"GPX1,GTSE1,KRT18,MLPH,NEIL3,TNS3",
vorinostat,BRD-K81418486,HT29,10.0,24.0,0.0368,588,5311,DB02546,"CST3,KRT18,MLPH","GLO1,TMEM135"
MLS-0437446.0001,BRD-K32636001,HT29,10.0,6.0,0.0368,238,9581015,,"ARFIP2,KRT18,MLPH,TNS3",FBXO11
S1030,BRD-K02130563,ASC,10.0,24.0,0.0368,424,6918837,,"CILP,GPX1,MLPH,TNS3,TUBB6",
trichostatin A,BRD-K68202742,VCAP,10.0,24.0,0.0368,307,444732,,"CXCL13,GPX1,GTSE1,KRT18,MLPH",
598226,BRD-A20697603,ASC,10.0,24.0,0.0368,296,16129995,,"FMO2,GPX1,GRIA2,TNS3",STIP1
HY-10518,BRD-K13566078,VCAP,10.0,24.0,0.0368,422,9813758,,"ARFIP2,KRT18,MLPH","HNRNPH3,USP10"
-666,BRD-K60230970,A549,10.0,24.0,0.0368,279,462382,,"CST3,GTSE1,NEIL3,NPTX1,NPY",
-666,BRD-A93236127,MCF7,10.0,24.0,0.0368,546,5702041,,"EHD3,MLPH,TNS3","FBXO11,PAFAH1B1,PPM1B"
-666,BRD-A94756469,MCF7,10.0,24.0,0.0368,473,5702042,,"EHD3,MLPH,TNS3","FBXO11,PAFAH1B1"
trametinib,BRD-K12343256,A375,3.33,24,0.0368,369,11707110,,"GTSE1,KRT18,NEIL3,NPY",TMEM135
PD-184352,BRD-K05104363,A375,3.33,24,0.0368,350,6918454,,"GTSE1,KRT18,NEIL3,TSPAN5",DECR1
PLX-4720,BRD-K16478699,A375,1.11,24,0.0368,403,24180719,,"GTSE1,KRT18,NEIL3,TSPAN5","DECR1,HADHB,TMEM135"
NVP-AUY922,BRD-K65182930,A375,0.12,24,0.0368,275,,,"NEIL3,NPTX1,TSPAN5,TUBB6",TMEM135
NVP-AUY922,BRD-K65182930,A375,0.37,24,0.0368,262,,,"MLPH,NEIL3,NPTX1,NPY,TIMP1",
foretinib,BRD-K03449891,A375,3.33,24,0.0368,331,42642645,,"CXCL13,GTSE1,KRT18,NEIL3,NPY,TUBB6",
trametinib,BRD-K12343256,A549,3.33,24,0.0368,342,11707110,,"GTSE1,MLPH,NEIL3,NPY,TSPAN5",HADHA
