drug,approved,odds_ratio,pvalue,adj_pvalue,pvalue_up,adj_pvalue_up,pvalue_down,adj_pvalue_down,count_significant,count_insignificant,count_up_significant
dasatinib,True,1.9275221779976561,0.002157826188193879,0.4317528746986188,4.853862182890667e-06,0.02233747376566285,0.9999996331285806,1,26,3000,24
afatinib,True,2.2055109885863433,0.0007301045746957138,0.2521659999477757,3.065871394167643e-05,0.07054570077979747,0.9999973869459615,1,23,2325,21
ibrutinib,True,1.2285693077446478,0.32399016843157935,1,0.0031090169921232143,1,0.999763028301805,1,12,2214,11
panobinostat,True,1.5621840960247253,0.18423566976065323,1,0.00381499370763636,1,1.000000000001742,1,8,1184,8
nimodipine,True,1.9805120564287335,0.11584748009717781,1,0.015300389695914997,1,1.0000000000007478,1,6,714,6
cabozantinib,True,1.8543436737007004,0.04314610722652124,1,0.01890696140965865,1,0.9969233955285743,1,12,1468,10
saxagliptin,True,2.2871701479529545,0.09731293971466658,1,0.03065871509893278,1,1.000000000000185,1,5,523,5
lorazepam,True,1.221724696302904,0.4685170224832963,1,0.030932581717929567,1,0.9999999999997312,1,5,979,5
estradiol,True,0.8632961700580981,0.7610334339210052,1,0.031025261309997287,1,0.9999999999985072,1,5,1385,5
tamoxifen,True,1.4847224816044353,0.24622684968092398,1,0.06190611104255999,1,0.9923353004215224,1,7,1099,6
lapatinib,True,1.4629525080633146,0.1561648981147981,1,0.07235162190203723,1,0.9810135865809881,1,12,1860,9
fostamatinib,True,1.7468416329636711,0.04463143608924678,1,0.08894256126819113,1,0.971782408103895,1,14,1808,10
lopinavir,True,1.5781006006907343,0.2345692374270953,1,0.1085937506483243,1,0.9846342599015631,1,6,896,5
erlotinib,True,1.6938696632355437,0.03561313104150683,1,0.16523360379314925,1,0.9290189625714668,1,17,2251,11
gefitinib,True,1.1352646910187325,0.4457002400020464,1,0.1712649507417836,1,0.9457473853145044,1,10,2012,7
TUL,True,4.800507758702484,0.006637536509026189,0.763648575363463,0.1850148811866749,1,0.9699777963243756,1,5,249,4
trilostane,True,3.920282623448166,0.014726050049374877,1,0.185467463605346,1,0.9697563855241402,1,5,305,4
metolazone,True,3.312769010043042,0.02766124381899543,1,0.18578059549419187,1,0.9696026265143421,1,5,361,4
argatroban,True,3.1390230739868112,0.03360649425409594,1,0.185870265504725,1,0.9695585093758162,1,5,381,4
quetiapine,True,2.1247137243020218,0.12185892021823505,1,0.18639478079018995,1,0.9692996831647259,1,5,563,4
flutamide,True,1.627504298796337,0.2528186675232031,1,0.18665254120574032,1,0.9691720080852817,1,5,735,4
sildenafil,True,1.516088583752134,0.299604920478604,1,0.18671035913150705,1,0.9691433258450448,1,5,789,4
trifluoperazine,True,2.6219837244958133,0.0008767179485363781,0.2521659999477757,0.2259195153917278,1,0.8962690064174947,1,16,1372,10
fulvestrant,True,1.1994806703627228,0.3968018395952767,1,0.25333609289739745,1,0.9107254165752741,1,9,1723,6
clobetasol,True,4.283591940496175,0.00487279358291755,0.6555371609371785,0.3423380769053816,1,0.8927301518047598,1,6,330,4
crizotinib,True,0.752250037807226,0.860047795739165,1,0.343500664751972,1,0.8909986051346805,1,6,1878,4
hexachlorophene,True,4.111067327039921,0.0014120544461591752,0.3420144505907644,0.3620726644268356,1,0.8576345957794553,1,8,450,5
mitoxantrone,True,0.9095274896150833,0.7200746053341189,1,0.39505238800772063,1,0.7885000170024165,1,14,3466,8
sirolimus,True,1.1761125318819357,0.30051661142475683,1,0.411669604867445,1,0.7488464977952779,1,20,3794,11
GDC-0199,True,1.072599030100829,0.5815626116694376,1,0.4999999999994511,1,0.8130592844509787,1,5,1115,3
cimetidine,True,2.132286826508724,0.12056850224158633,1,0.4999999999994561,1,0.8136091419220776,1,5,561,3
troglitazone,True,0.7487220339343645,0.8702514354849649,1,0.49999999999965117,1,0.7738137902952938,1,7,2177,4
hydrocortisone,True,1.8488890612276552,0.18141794196789257,1,0.4999999999999276,1,0.813462280384012,1,5,647,3
dipyridamole,True,3.122645197615409,0.034241206060444666,1,0.4999999999999548,1,0.8141212792374901,1,5,383,3
phentolamine,True,4.519770324938014,0.0017138030673284773,0.3943460857922826,0.5000000000000425,1,0.7756911396482047,1,7,361,4
eptifibatide,True,2.827572714229816,0.04850331081275475,1,0.5000000000001071,1,0.813968866235198,1,5,423,3
imatinib,True,1.2324405660114854,0.3673978531577641,1,0.5000000000002314,1,0.746679513942814,1,9,1677,5
dacomitinib,True,3.3307139382553004,0.0028492258512603946,0.45664875962251905,0.5000000000002951,1,0.7476700261175364,1,9,621,5
neratinib,True,2.0701360603268077,0.045162152154856174,1,0.500000000000664,1,0.7470756738570644,1,9,999,5
sorafenib,True,1.1864137478296124,0.44554238338705743,1,0.5000000000016503,1,0.7740327927189304,1,7,1375,4
vorinostat,True,0.8232632257032497,0.8756483403001277,1,0.580739589117125,1,0.580739589117125,1,24,6464,12
olaparib,True,0.9287206844441656,0.6931912930630945,1,0.6369932170116209,1,0.6369932170116209,1,8,1990,4
raloxifene,True,0.9774174746204539,0.65212045300635,1,0.6565737226825311,1,0.6565737226825311,1,6,1446,3
valproic-acid,True,1.3066528671008408,0.38010183943156856,1,0.6566824269334199,1,0.6566824269334199,1,6,1082,3
doxorubicin,True,1.2349737516965746,0.4058809776331311,1,0.7740570720808203,1,0.5000000000000081,1,7,1321,3
amlodipine,True,1.8736645656094297,0.11185225335594451,1,0.7743760751078775,1,0.5000000000000734,1,7,871,3
thalidomide,True,1.4155784654517503,0.3493828385888195,1,0.8132374638964706,1,0.5000000000003234,1,5,845,2
indinavir,True,1.4896476052135608,0.31196514859829955,1,0.8132759164763412,1,0.5000000000000945,1,5,803,2
salmeterol,True,1.90786352438167,0.16635415651562374,1,0.8134928533454537,1,0.4999999999999493,1,5,627,2
thioridazine,True,1.2877465129229813,0.34266766773151125,1,0.8561521066096852,1,0.3629010789959559,1,8,1436,3
methazolamide,True,4.039067663099868,0.006405199101809359,0.7558134940135043,0.8926112180211809,1,0.3424183024589924,1,6,350,2
selumetinib,True,1.2197330037730192,0.33250693613024646,1,0.927541579334599,1,0.1931989438845806,1,12,2230,4
pazopanib,True,1.1180182827508058,0.506129309300929,1,0.9379479511722647,1,0.22600141021465772,1,7,1459,2
calcitriol,True,1.726392670102088,0.09055557448937324,1,0.9459718392939939,1,0.17094913834697795,1,10,1324,3
fluphenazine,True,1.6056540101440782,0.26135272487372074,1,0.9691663851672996,1,0.1866638784779621,1,5,745,1
trametinib,True,1.3396510974150726,0.28371104352307874,1,0.9807401360156668,1,0.0892084655541537,1,9,1543,2
nilotinib,True,1.1549292720886382,0.49308347004309533,1,0.9845652376818065,1,0.10880242289304143,1,6,1224,1
atorvastatin,True,1.349079058985579,0.35276169942618996,1,0.9845969432168828,1,0.10870663063370957,1,6,1048,1
